knifethrow,SPLASHES_KNIFETHROW,SPLASHES_KNIFETHROW_DESC,crosshair_red,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
stuck_semtex,SPLASHES_STUCK_SEMTEX,SPLASHES_STUCK_SEMTEX_DESC,crosshair_red,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
hijacker,SPLASHES_HIJACKER,SPLASHES_HIJACKER_DESC,,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
sharepackage,SPLASHES_SHAREPACKAGE,SPLASHES_SHAREPACKAGE_DESC,,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
rested,SPLASHES_RESTED,SPLASHES_RESTED_DESC,,4,1,0.4,0,1,mp_bonus_start,,splash
rested_done,SPLASHES_RESTED_DONE,SPLASHES_RESTED_DONE_DESC,,2.5,1,0.4,0,1,mp_bonus_end,,splash
semtex_stuck,SPLASHES_SEMTEX_STUCK,SPLASHES_SEMTEX_STUCK,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
hijacked_airdrop,SPLASHES_HIJACKED_AIRDROP,SPLASHES_HIJACKED_AIRDROP,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
hijacked_sentry,SPLASHES_HIJACKED_SENTRY,SPLASHES_HIJACKED_SENTRY,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
giveaway_airdrop,SPLASHES_GIVEAWAY_AIRDROP,SPLASHES_GIVEAWAY_AIRDROP,,2.5,0.6,0.6,1,1,mp_bonus_start,,playercard_splash
giveaway_sentry,SPLASHES_GIVEAWAY_SENTRY,SPLASHES_GIVEAWAY_SENTRY,,2.5,0.6,0.6,1,1,mp_bonus_start,,playercard_splash
hijacked_emergency_airdrop,SPLASHES_HIJACKED_EMERGENCY_AIRDROP,SPLASHES_HIJACKED_EMERGENCY_AIRDROP,,2.5,0.6,0.6,1,1,mp_defcon_down,,playercard_splash
two_from_defcon,SPLASHES_TWO_FROM_DEFCON,SPLASHES_TWO_FROM_DEFCON,,4,0.6,0.6,1,1,null,,playercard_splash
one_from_defcon,SPLASHES_ONE_FROM_DEFCON,SPLASHES_ONE_FROM_DEFCON,,4,0.6,0.6,1,1,null,,playercard_splash
changed_defcon,SPLASHES_CHANGED_DEFCON,SPLASHES_CHANGED_DEFCON,,4,0.6,0.6,1,1,null,,playercard_splash
used_ac130,KILLSTREAKS_AC130,KILLSTREAKS_AC130,,4,1,1,1,1,null,,playercard_splash
used_helicopter_minigun,KILLSTREAKS_HELICOPTER_MINIGUN,KILLSTREAKS_HELICOPTER_MINIGUN,,4,1,1,1,1,null,,playercard_splash
used_emp,KILLSTREAKS_EMP,KILLSTREAKS_EMP,,4,1,1,1,1,null,,playercard_splash
used_nuke,KILLSTREAKS_TACTICAL_NUKE,KILLSTREAKS_TACTICAL_NUKE,,4,1,1,1,1,null,,playercard_splash
used_helicopter_flares,KILLSTREAKS_PAVELOW,KILLSTREAKS_PAVELOW,,4,1,1,1,1,null,,playercard_splash
used_airdrop_mega,KILLSTREAKS_AIRDROP_MEGA,KILLSTREAKS_AIRDROP_MEGA,,4,1,1,1,1,null,,playercard_splash
used_stealth_airstrike,KILLSTREAKS_STEALTH_AIRSTRIKE,KILLSTREAKS_STEALTH_AIRSTRIKE,,4,1,1,1,1,null,,playercard_splash
callout_3xkill,SPLASHES_TRIPLEKILL,SPLASHES_TRIPLEKILL,,4,1,1,1,1,null,,playercard_splash
callout_3xpluskill,SPLASHES_MULTIKILL,SPLASHES_MULTIKILL,,4,1,1,1,1,null,,playercard_splash
callout_bombplanted,SPLASHES_BOMB_PLANTED,SPLASHES_BOMB_PLANTED,,4,1,1,1,1,null,,playercard_splash
callout_bombdefused,SPLASHES_BOMB_DEFUSED,SPLASHES_BOMB_DEFUSED,,4,1,1,1,1,null,,playercard_splash
callout_firstblood,SPLASHES_FIRSTBLOOD,SPLASHES_FIRSTBLOOD,,4,1,1,1,1,null,,playercard_splash
callout_grabbedtheflag,SPLASHES_GRABBED_THE_FLAG,SPLASHES_GRABBED_THE_FLAG,,4,1,1,1,1,null,,playercard_splash
callout_lastenemyalive,SPLASHES_LAST_ENEMY_ALIVE,SPLASHES_LAST_ENEMY_ALIVE,,4,1,1,1,1,null,,playercard_splash
callout_lastteammemberalive,SPLASHES_LAST_TEAM_MEMBER_ALIVE,SPLASHES_LAST_TEAM_MEMBER_ALIVE,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_helicopter_flares,SPLASHES_DESTROYED_PAVELOW,SPLASHES_DESTROYED_PAVELOW,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_helicopter_minigun,SPLASHES_DESTROYED_MINIGUNNER,SPLASHES_DESTROYED_MINIGUNNER,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_helicopter,SPLASHES_DESTROYED_HELICOPTER,SPLASHES_DESTROYED_HELICOPTER,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_uav,SPLASHES_DESTROYED_UAV,SPLASHES_DESTROYED_UAV,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_counter_uav,SPLASHES_DESTROYED_COUNTER_UAV,SPLASHES_DESTROYED_COUNTER_UAV,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_harrier,SPLASHES_DESTROYED_HARRIER,SPLASHES_DESTROYED_HARRIER,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_ac130,SPLASHES_DESTROYED_AC130,SPLASHES_DESTROYED_AC130,,4,1,1,1,1,null,,playercard_splash
callout_flagreturn,SPLASHES_FLAG_RETURN,SPLASHES_FLAG_RETURN,,4,1,1,1,1,null,,playercard_splash
callout_flagcapture,SPLASHES_FLAG_CAPTURE,SPLASHES_FLAG_CAPTURE,,4,1,1,1,1,null,,playercard_splash
callout_flagpickup_enemy,SPLASHES_FLAG_PICKUP_ENEMY,SPLASHES_FLAG_PICKUP_ENEMY,,4,1,1,1,1,null,,playercard_splash
callout_flagpickup_friendly,SPLASHES_FLAG_PICKUP_FRIENDLY,SPLASHES_FLAG_PICKUP_FRIENDLY,,4,1,1,1,1,null,,playercard_splash
callout_flagpickup,SPLASHES_FLAG_PICKUP,SPLASHES_FLAG_PICKUP,,4,1,1,1,1,null,,playercard_splash
callout_capturedhq,SPLASHES_CAPTURED_HQ,SPLASHES_CAPTURED_HQ,,4,1,1,1,1,null,,playercard_splash
callout_destroyedhq,SPLASHES_DESTROYED_HQ,SPLASHES_DESTROYED_HQ,,4,1,1,1,1,null,,playercard_splash
callout_bombtaken,SPLASHES_BOMB_TAKEN,SPLASHES_BOMB_TAKEN,,4,1,1,1,1,null,,playercard_splash
callout_bombdropped,SPLASHES_BOMB_DROPPED,SPLASHES_BOMB_DROPPED,,4,1,1,1,1,null,,playercard_splash
callout_securedposition,SPLASHES_SECURED_POSITION,SPLASHES_SECURED_POSITION,,4,1,1,1,1,null,,playercard_splash
callout_securedposition_a,SPLASHES_SECURED_POSITION_A,SPLASHES_SECURED_POSITION_A,,4,1,1,1,1,null,,playercard_splash
callout_securedposition_b,SPLASHES_SECURED_POSITION_B,SPLASHES_SECURED_POSITION_B,,4,1,1,1,1,null,,playercard_splash
callout_securedposition_c,SPLASHES_SECURED_POSITION_C,SPLASHES_SECURED_POSITION_C,,4,1,1,1,1,null,,playercard_splash
callout_killcarrier,SPLASHES_KILLED_CARRIER,SPLASHES_KILLED_CARRIER,,4,1,1,1,1,null,,playercard_splash
copied,SPLASHES_COPIED,SPLASHES_COPIED,,3,0.75,0.25,0.25,1,null,,playercard_splash
revived,SPLASHES_REVIVED,SPLASHES_REVIVED,,3,0.75,0.25,0.25,1,null,,playercard_splash
callout_time_added,SPLASHES_TIMEADDED,SPLASHES_TIMEADDED,,4,1,1,1,1,null,,playercard_splash
callout_destroyed_objective,SPLASHES_DESTROYED_OBJECTIVE,SPLASHES_DESTROYED_OBJECTIVE,,4,1,1,1,1,null,,playercard_splash
callout_saved_objective,SPLASHES_SAVED_OBJECTIVE,SPLASHES_SAVED_OBJECTIVE,,4,1,1,1,1,null,,playercard_splash
heroic,SPLASHES_HEROIC,SPLASHES_HEROIC_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
denied,SPLASHES_DENIED,SPLASHES_DENIED_DESC,,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
destroyed_insertion,SPLASHES_DESTROYED_INSERTION,SPLASHES_DESTROYED_INSERTION,,2.5,0.75,0.25,0.25,1,mp_defcon_down,,playercard_splash
reviver,SPLASHES_REVIVER,SPLASHES_REVIVER_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
one_shot_kill,SPLASHES_ONE_SHOT_KILL,SPLASHES_ONE_SHOT_KILL_DESC,crosshair_red,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
ninja_defuse,SPLASHES_NINJA_DEFUSE,SPLASHES_NINJA_DEFUSE_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
promotion,RANK_PROMOTED,RANK_PROMOTED,,4,0.75,0.25,0.25,1,mp_level_up,,promotion
ch_marksman_m16,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_m16,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_famas,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_famas,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_tavor,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_tavor,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_fal,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_fal,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_ak47,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_ak47,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_m4,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_m4,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_masada,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_masada,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_scar,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_scar,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_fn2000,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_fn2000,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_kriss,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_kriss,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_ump45,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_ump45,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_uzi,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_uzi,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_p90,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_p90,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_mp5k,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_mp5k,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_rpd,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_rpd,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_sa80,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_sa80,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_aug,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_aug,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_striker,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_striker,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_m1014,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_m1014,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_aa12,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_aa12,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_marksman_model1887,#,CHALLENGE_GET_N_KILLS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
ch_expert_model1887,#,CHALLENGE_GET_N_HEADSHOTS,,3.5,0.25,0.75,0.25,1,mp_challenge_complete,,challenge
